timestamp,headline,prediction
2024-11-21 15:51:00,Há sinais de inflexão das condições de oferta de crédito no 4TRI24,-1
2024-11-21 15:55:00,Putin afirma que lançou novo míssil balístico hipersonico contra a Ucrania e faz alerta ao Ocidente,-1
2024-11-21 15:58:00,"SEC informa que Gary Gensler deixará presidência do órgão em 200125, dia da posse de Trump",-1
2024-11-21 15:58:00,Substituto de Gensler ainda não foi anunciado pelo presidente eleito,-1
2024-11-21 16:04:00,Excomandantes do Exército e Aeronáutica revelaram à PF que Bolsonaro apresentou plano de golpe,-1
2024-11-21 16:19:00,Petrobras avança à espera de mais informações sobre Plano Estratégico,-1
2024-11-21 16:21:00,Santander estima bloqueio adicional de R 5 bi em despesas no relatório bimestral amanhã,-1
2024-11-21 16:34:00,Allos anuncia saída de vicepresidente de negócios e de diretor comercial,-1
2024-11-21 16:37:00,CMO fará reunião na próxima 3ªF para dar andamento ao Orçamento de 2025,-1
2024-11-21 16:44:00,"dolar pode ter subido demais e pode atrair vendas em 2025, mas real ainda deve sofrer",-1
2024-11-21 16:54:00,BRF se destaca entre as altas após acordo para adquirir fábrica de processados na China,1
2024-11-21 17:00:00,"fechamento: Brent para janeiro sobe 1,95, a US 74,23 por barril, na ICE",1
2024-11-21 17:00:00,"WTI para janeiro avança 1,96, a US 70,10 por barril, na Nymex",1
2024-11-21 17:01:00,"dolar à vista fecha em alta de 0,77, a R 5,8115, após oscilar entre R 5,7832 e R 5,8340",1
2024-11-21 17:02:00,Petróleo sobe com aumento de tensões entre Ucrania e Rússia,-1
2024-11-21 17:05:00,dolar avança com tensões na Europa e indefinição sobre pacote fiscal,-1
2024-11-21 17:08:00,Defesa de Mauro Cid afirma que delação premiada foi mantida por Moraes STF,-1
2024-11-21 17:11:00,Haddad está com Lula no Planalto em reunião com representantes dos setores de atacado e varejo,-1
2024-11-21 17:14:00,Ministros da Junta Orçamentária JEO se reunirão daqui a pouco no Planalto Fontes do Broadcast,-1
2024-11-21 17:14:00,Encontro ocorre na véspera da divulgação do relatório bimestral de receitas e despesas,-1
2024-11-21 17:20:00,"Citi tem recomendação de compra para Allos, com preçoalvo de R 30,00",-1
2024-11-21 17:20:00,"Mudança na estrutura da liderança da companhia anunciada hoje gera uma oportunidade de redução de custos, diz o banco",1
2024-11-21 17:23:00,"PGR chegou a pedir prisão de Mauro Cid, mas reviu posição durante audiência com Moraes",-1
2024-11-21 17:31:00,PSOL e Rede entrarão com pedido na Câmara para cassação dos deputados Alexandre Ramagem PLRJ e Eduardo Pazuello PLRJ Monica BergamoFolha,-1
2024-11-21 17:31:00,"Ramagem e um exassessor de Pazuello, o general da reserva Mário Fernandes, foram indiciados pela PF no inquérito que apura tentativa de golpe de Estado",-1
2024-11-22 09:00:00,"Fracas demandas internacional e interna explicam declínio, com a complexa situação política que França e Alemanha enfrentam somandose a uma perspectiva já sombria",-1
2024-11-22 09:00:00,Cenário de curto prazo é negativo e riscos a médio prazo pendem para o lado negativo com o risco de uma guerra comercial entre a UE e os EUA,-1
2024-11-22 09:02:00,"dolar abre em alta de 0,17, a R 5,8213 e dolar futuro, de 0,08, a R 5,8265",1
2024-11-22 09:02:00,"Juros futuros estão perto do ajuste, com viés negativo a partir do DI Jan26",-1
2024-11-22 09:02:00,"Ibovespa futuro sobe 0,25 a 128.045 pontos",1
2024-11-22 09:04:00,"PIB do México sobe 1,1 no 3ºTri na comparação com o 2ºTri, acima da preliminar 1,1",1
2024-11-22 09:04:00,"Na comparação anual, PIB mexicano subiu 1,6 ante preliminar de 1,5",1
2024-11-22 09:07:00,PNAD Contínua Trimestral: desocupação recua em 7 das 27 UFs no terceiro trimestre de 2024,1
2024-11-22 09:31:00,dolar cai e juros rondam ajuste com pacote fiscal adiado para semana que vem,-1
2024-11-22 09:36:00,"Santander Brasil eleva projeção de IPCA 2024 de 4,4 para 4,8; para 2025, sobe para 4,3 de 3,9",1
2024-11-22 09:36:00,"Banco mantém previsão de alta do PIB em 3,0 para 2024 e eleva para 12 a taxa Selic no final de 2025",-1
2024-11-22 10:08:00,"Após leilões, Ibovespa vai à máxima de 127.859,37 pontos 0,74",1
2024-11-22 10:15:00,Acompanhe a movimentação das principais ações do Ibovespa,1
2024-11-22 10:16:00,Joachim Nagel diz que Europa está enfrentando grandes desafios econômicos,-1
2024-11-22 10:16:00,"Segundo ele, crescente falta de mão de obra é uma sério impedimento para o crescimento do bloco",-1
2024-11-22 11:05:00,"Globonews apura que anúncio do bloqueio orçamentário deve ocorrer no final da tarde de hoje, em entrevista coletiva",-1
2024-11-22 11:05:00,"A expectativa é que o bloqueio seja de R 5 bilhões e, com isso, totalizará mais de R 18 bilhões de recursos congelados em 2024",-1
2024-11-22 11:31:00,"Abertura: Dow Jones 0,25 43.982,19; SP 0,10 5.954,79 e Nasdaq 0,00 18.971,90",-1
2024-11-22 11:47:00,"SP Global: PMI composto de novembro sobe a 55,3, de 54,1",1
2024-11-22 11:47:00,"PMI Industrial fica dentro do estimado, 48,8, de 48,5; PMI de Serviços sobe a 57, de 55 consenso 55,2",1
2024-11-22 11:56:00,Ibovespa sobe com Petrobras anunciando pagamento de dividendos extraordinários,-1
2024-11-22 12:03:00,"Univ. Michigan: Índice de Sentimento do Consumidor em novembro sobe a 71,8, abaixo da previsão de 73,3",1
2024-11-22 12:03:00,"Expectativa de inflação de 1 ano cai a 2,6, de 2,7; de cinco anos sobe a 3,2, de 3",1
2024-11-22 12:16:00,"Em coletiva para comentar o Plano Estratégico, a presidente da Petrobras Magda Chambriard diz que relatório deve confirmar que a meta de fiscal de 2024 será cumprida e que o pagamento de dividendos mostram que empresa vai entregar o que foi planejado. Segundo ela, companhia retomou a visão de longo prazo abandonada há cinco anos e quer liderar transição energética. Entregamos um terço da energia primária consumida no Brasil, afirmou. Magna disse que previsão é de crescimento junto com o País, sendo que petróleo e gás seguem como foco nos próximos cinco anos.",1
2024-11-22 12:21:00,"Ibovespa faz nova máxima aos 127.996,83 pontos 0,85",1
2024-11-22 12:22:00,Magda reitera responsabilidade e zêlo pela rentabilidade nos projetos da estatal,-1
2024-11-22 12:24:00,"Treasuries: rendimento de 2 anos passa a subir após dados, a 4,36, de 4,34; o de 10 anos exibe viés de queda a 4,41",-1
2024-11-22 12:27:00,Magda: A Petrobras vinha entregando menos capex do que seu seu guidance; desde agosto estamos entregando 100 dentro do guidance no desembolso do capex e na produção,-1
2024-11-22 12:27:00,Esses resultados e os dividendos extraordinários mostram que a Petrobras é perfeitamente capaz e irá entregar esse plano estratégico nesse rumo para 2050,1
2024-11-22 12:29:00,Magda aponta geração de impostos de US 254 bilhões a partir dos investimentos de US 111 bi,-1
2024-11-22 12:42:00,"A Senacon, ligada ao Ministério da Justiça, abriu processo contra 14 operadoras de planos de saúde e quatro administradoras de planos",-1
2024-11-22 12:42:00,"Secretaria vê aumento expressivo 24,4 a mais do que em 2023 do número de reclamações de usuários por cancelamento dos contratos pelas operadoras, sendo 11,7 mil queixas no ano até agosto",1
2024-11-22 12:42:00,"Foram notificados Amil, Unimed Nacional, Bradesco Saúde, SulAmérica, Hapvida, Porto Seguro Saúde, Care Plus, Golden Cross, MedSênior, Qualicorp, Allcare, Omint, Prevent Senior e Assim Saúde",-1
2024-11-22 12:45:00,"Magda: Entregamos projetos atrativos, rentáveis, sustentáveis e de apoio à comunidade. O plano é extremamente factível, realista e relativamente fácil e entregar",1
2024-11-22 12:45:00,Companhia vai se transformar na maior patrocinadora do futebol feminino do País e vamos investir R 250 milhões em projetos culturais até fim de 2025,1
2024-11-22 13:02:00,"Petrobras sobe mais de 4 durante coletiva sobre o Plano estratégico: ON a R 43,15 5,01 e PN a R 39,43 4,01",-1
2024-11-22 13:21:00,"Em encontro com BC, economistas esperam mais desancoragem e debatem alta de 0,75pp da Selic em dezembro",-1
2024-11-22 13:34:00,"Fechamento: FTSE100 de Londres sobe 1,44; DAX de Frankfurt ganha 0,83; CAC40 de Paris avança 0,51",-1
2024-11-22 13:34:00,"Stoxx600 fecha em alta de 1,18, aos 508,45 pontos",1
2024-11-22 13:40:00,"Relatório Bimestral de Receitas e Despesas será divulgado às 17h30, informa ministério do Planejamento; coletiva às 18h",-1
2024-11-22 13:46:00,"Melgarejo: Com os R 20 bi anunciados ontem, distribuiremos R 64,2 bi em dividendos neste ano",-1
2024-11-22 14:01:00,Bolsas europeias sobem com aposta de mais cortes de juros após novos sinais de fraqueza da atividade,-1
2024-11-22 14:09:00,"Em vitória para Trump, juiz adia indefinidamente sentença por condenação em caso de suborno de exatriz porno",-1
2024-11-22 14:19:00,Villeroy de Galhau: Corremos o risco de manter economia da Europa desnecessariamente lenta,-1
2024-11-22 14:20:00,Petrobras amplia ritmo de ganhos e recupera R 30 bi em valor de mercado,1
2024-11-22 14:27:00,"UBS BB reitera recomendação de compra para Petrobras PN, com preçoalvo de R 47",-1
2024-11-22 14:27:00,"Plano de negócios para 2025 a 2029 e pagamento de R 20 bi em dividendos são importantes para reduzir riscos da tese de investimentos da estatal, avalia o banco",-1
2024-11-22 14:36:00,Principais dirigentes de BCs europeus alertam que economia da região corre risco devido à paralisia política,-1
2024-11-22 14:41:00,"CVM emite parecer contra impedimento de Gasparino na Petrobras, após reclamação sobre conflito de interesses",-1
2024-11-22 14:46:00,"CMN regulamenta LCD, novo título de renda fixa com isenção de IR para pessoa física",-1
2024-11-22 15:04:00,"Ibovespa sobe de carona com Petrobras; dolar e juros têm leve alta, à espera de relatório bimestral",1
2024-11-22 15:05:00,"Baker Hughes: Número de poços e plataformas de petróleo em atividade sobe em 1 na semana, para 479",1
2024-11-22 15:19:00,Cobre volta a cair devido ao dolar forte e expectativa de imposição de tarifas a produtos chineses pelos EUA,-1
2024-11-22 15:19:00,"Na Comex, o contrato para dezembro caiu 0,95, a US 4,0860 por librapeso; na semana, metal subiu 0,53",1
2024-11-22 15:19:00,"Na LME, o contrato para três meses tinha baixa de 0,45 há pouco, para US 8.982,00 por tonelada",1
2024-11-22 15:23:00,"BB Investimentos reitera recomendação de compra para Petrobras PN, com preçoalvo de R 48,50",-1
2024-11-22 15:23:00,"Mudanças do novo plano estratégico são positivas, pois sustentam o foco na operação de exploração do présal, mas diversifica alocação de capital, diz o banco",1
2024-11-22 15:25:00,"Taxa Ptax fecha em R 5,8124, baixa de 0,08",1
2024-11-22 15:32:00,"UBS BB eleva preçoalvo da Direcional de R 37 para R 40, mantendo a recomendação de compra",1
2024-11-22 15:32:00,"Revisão incorpora perspectivas de crescimento e geração de caixa da empresa, que continua sendo a principal escolha do banco no setor",1
2024-11-22 15:42:00,"Cosan, Raízen e São Mateus avançam com sinalização de nova investida da Petrobras no segmento de etanol",-1
2024-11-22 15:43:00,"Ouro sobe pelo quinto dia seguido e acumula ganho de 5,5 na semana",1
2024-11-22 15:50:00,"Magda: Tendo garantia da viabilidade do plano, não tem por que não pagar dividendos",-1
2024-11-22 16:03:00,Reforma tributária: Montadoras reafirmam oposição ao imposto seletivo; governo pretende manter tributo,-1
2024-11-22 16:07:00,"Petrobras mantém conversas com Inpasa para retornar à produção de etanol, dizem fontes",-1
2024-11-22 16:09:00,"MME orienta Aneel a usar R 1,3 bi de bonus de Itaipu para baixar conta de luz",-1
2024-11-22 16:23:00,"Incerteza global com Trump torna corte de gastos decisivo para governo Lula, avalia TS Lombard",-1
2024-11-22 16:25:00,"Ibovespa amplia alta para 1,40, aos 128.697 pontos, na máxima do dia",1
2024-11-22 16:26:00,Ministério do Planejamento adia entrevista coletiva sobre relatório bimestral de receitas e despesas para próxima semana,-1
2024-11-22 16:29:00,"Ministério do Planejamento informa que relatório bimestral deve sair hoje, após 21h",-1
2024-11-22 16:37:00,"dolar à vista ensaia virada para terreno negativo: 0,04, a R 5,8094",1
2024-11-22 16:38:00,Acionistas da Vamos Locação aprovam operação com Automob,1
2024-11-22 16:43:00,Putin diz que continuará realizando testes de mísseis hipersonicos,-1
2024-11-22 16:48:00,Melgarejo: Não há interesse em estatizar a Braskem,-1
2024-11-22 16:54:00,"fechamento: Brent para janeiro sobe 1,26, a US 75,17 por barril, na ICE",1
2024-11-22 16:54:00,"WTI para janeiro avança 1,63, a US 71,24 por barril, na Nymex",1
2024-11-22 17:02:00,"dolar à vista fecha em alta de 0,05, a R 5,8144, após oscilar entre R 5,7898 e R 5,8324",1
2024-11-22 17:04:00,Petróleo sobe mais de 6 na semana com piora do cenário geopolítico na Europa,1
2024-11-22 17:14:00,"dolar fecha perto da estabilidade, apoiado por fluxo, apesar da demora do governo em anunciar medidas fiscais",1
2024-11-22 17:15:00,Prazo do STF para que Eletrobras e União cheguem a um acordo termina em 1712 fontes do Broadcast,-1
2024-11-22 17:44:00,Associações de bancos médios se manifestam contra proposta de aumento da garantia do FGC,-1
2024-11-25 09:03:00,"dolar abre em queda de 0,45, a R 5,7882; dolar futuro cai 0,31, a R 5,7920",1
2024-11-25 09:03:00,"Juros futuros abrem mistos, com alta no DI Jan25 a 11,524, de 11,487",1
2024-11-25 09:03:00,"Ibovespa futuro cai 0,19, a 129.905 pontos",1
2024-11-25 09:25:00,dolar cai em linha com exterior e juros curtos sobem no aguardo do pacote fiscal,-1
2024-11-25 09:41:00,"O primeiroministro israelense, Benjamin Netanyahu, aprovou o acordo de cessarfogo com o Hezbollah em princípio, disse uma fonte à CNN",-1
2024-11-25 09:41:00,"Israel ainda teria reservas sobre alguns detalhes do acordo, que devem ser transmitidos ao governo libanês hojea segundafeira, disse a fonte",-1
2024-11-25 10:00:00,"Carrefour Brasil confirma que houve suspensão do fornecimento de carnes pela indústria, mas diz que não há desabastecimento em suas lojas",1
2024-11-25 10:00:00,Empresa diz lamentar a atual situação e reafirma confiança e compromisso com o agro brasileiro,-1
2024-11-25 10:05:00,Moraes deve enviar apenas amanhã o inquérito do golpe para a PGR,-1
2024-11-25 10:05:00,"Havia expectativa que o envio ocorre hoje; Moraes também não deverá levantar o sigiloso do inquérito, que tem quase 800 páginas de documentos",-1
2024-11-25 10:06:00,Haddad chega ao Planalto para reunião sobre o plano de corte de gastos com Lula; participam também Rui Costa e a ministra Esther Dweck,-1
2024-11-25 10:09:00,"Encerrados os leilões, Ibovespa sobe 0,10 129.252,76",1
2024-11-25 10:11:00,"Arthur Lira diz que protecionismo europeu contra o Brasil, especialmente da França, preocupa a Câmara",-1
2024-11-25 10:11:00,"Presidente da Casa diz que o Congresso deverá tratar da lei de reciprocidade, e cita o caso Carrefour",-1
2024-11-25 10:13:00,Acompanhe a movimentação das principais ações do Ibovespa,1
2024-11-25 10:31:00,"Fed de Chicago: indice de atividade nacional em outubro cai 0,40, de 0,27 em setembro",1
2024-11-25 10:41:00,"EXPECTATIVA COM PACOTE. A reunião dos ministros da área econômica com o presidente Lula, que acontece nesta manhã no Palácio do Planalto, é acompanhada pelos investidores como principal trigger do dia, já que deverá ser conclusiva sobre as medidas de cortes de gastos, após um mês de discussões. Segundo adiantou Haddad, o pacote deve ser anunciado entre hoje e amanhã. No mercado, permanece a apreensão sobre o que virá. Na 6ªF, correram especulações de que a maior parte dos R 30 bilhões da economia esperada para o ano que vem viria do pentefino nos programas sociais anunciado em agosto, em vez de medidas estruturais. Embora a mudança da política de reajuste do saláriomínimo pareça estar confirmada, com o aumento real limitado ao teto de 2,5 do arcabouço, o presidente Lula não teria concordado em mexer nos pisos de Saúde e Educação. Há uma forte expectativa pelo pacote e o risco de uma decepção pode causar impacto negativo nos ativos.",-1
2024-11-25 10:44:00,"Reunião de Lula com ministros da equipe econômica começou no Planalto, segundo informa a Secom",-1
2024-11-25 10:44:00,"Participam Haddad, Rui Costa, Esther Dweck e o secretárioexecutivo do Planejamento Simone Tebet está em um compromisso em SP",-1
2024-11-25 10:50:00,"Ibovespa faz nova mínima a 129.024,61 pontos 0,08",1
2024-11-25 11:06:00,"Lula anuncia que visitará Yamandú Orsi em Montevideo durante a Cúpula do Mercosul, dia 6 de dezembro",-1
2024-11-25 11:06:00,Orsi sagrouse vencedor do pleito de ontem e se tornou o próximo presidente do Uruguai,-1
2024-11-25 11:18:00,"Pacote de corte de gastos pode não ser anunciado hoje, segundo a Broadcast",-1
2024-11-25 11:18:00,"Lula está conhecendo o pacote na reunião que ocorre agora no Planalto, mas não se sabe qual será o tempo certo para divulgação",-1
2024-11-25 11:18:00,"Segundo interlocutores da equipe econômica, há chances pequenas de divulgação ainda hoje; o mais certo é que a divulgação poderá ser mesmo amanhã",-1
2024-11-25 11:31:00,"Abertura: Dow Jones sobe 0,75 44.627,75; SP 0,58 6.003,79 e Nasdaq 0,73 19.142,01",1
2024-11-25 11:49:00,"Ibovespa cai no aguardo do pacote fiscal, apesar da alta de Petrobras, Vale e NY",-1
2024-11-25 12:24:00,"Assaí 4,03 está entre as maiores altas do Ibovespa, em meio ao boicote dos frigoríficos ao Carrefour 1,36",1
2024-11-25 12:36:00,Banco InterAndré Valério: reflete uma tendência de perda da força da balança comercial,-1
2024-11-25 12:36:00,Estimativa é de saldo positivo próximo de US 70 bilhões para a balança comercial,1
2024-11-25 12:36:00,"Sobre IDP, saldo líquido parece ter atingido teto e deve ficar próximo também de US 70 bilhões neste ano",-1
2024-11-25 12:43:00,"CVC avança 7,91; analistas veem papel beneficiado por redução de juros após ser pressionado pelo ciclo da economia",1
2024-11-25 12:47:00,"Petróleo recua mais de 2 com possibilidade de cessarfogo entre Israel e o Hezbollah: brentjan a US 73,47 2,26 e WTIjan a US 69,47 2,48",-1
2024-11-25 12:57:00,"Reunião sobre o pacote fiscal é interrompida para almoço, com previsão de retorno à tarde",-1
2024-11-25 13:30:00,Títulos do Tesouro Direto poderão ser usados como garantia de operações financeiras,-1
2024-11-25 13:30:00,"Ibovespa cai 0,15, aos 128.931,74 pontos, na mínima do dia",1
2024-11-25 13:37:00,"Fechamento: FTSE100 de Londres sobe 0,35; DAX de Frankfurt ganha 0,45; CAC40 de Paris tem alta de 0,03",-1
2024-11-25 13:37:00,"indice Stoxx600 fecha em alta de 0,14, aos 509,18 pontos",1
2024-11-25 13:49:00,BlackRock vê momento propício a aquisições e desenha reposicionamento no Brasil,1
2024-11-25 13:55:00,"Opep poderá prorrogar cortes de produção na reunião de dezembro, diz ministro de energia do Azerbaijão Reuters",-1
2024-11-25 13:58:00,Líbano diz que não há obstáculos para trégua proposta pelos EUA,-1
2024-11-25 14:05:00,Bolsas da Europa sobem com expectativa de aceleração de cortes de juros pelo BCE após dados fracos,-1
2024-11-25 14:18:00,Minerva suspende fornecimento de produtos à rede Carrefour Estadão,-1
2024-11-25 14:19:00,Lane: Precisamos evitar estimar rapidez e escala dos cortes de juros nas próximas reuniões,-1
2024-11-25 14:23:00,"Goldman Sachs mantém recomendação de compra para Carrefour, com preçoalvo de R 12,50",1
2024-11-25 14:23:00,"Lucro líquido do 4TRI pode cair entre 0,54 e 1,09 para cada dia de interrupção no fornecimento de carnes para suas lojas, calcula o banco",-1
2024-11-25 14:24:00,A reunião sobre o pacote de corte de gastos com o presidente Lula e ministros foi retomada há pouco no Planalto,-1
2024-11-25 14:59:00,"Sem anúncio de pacote fiscal, juros e dolar acompanham alívio externo, enquanto Ibovespa patina",-1
2024-11-25 15:03:00,"Balança Comercial registrou superávit de US 2,062 bilhões na 4ª semana de novembro",1
2024-11-25 15:03:00,"Exportações somaram US 6,533 bilhões; importações alcançaram US 4,471 bilhões",1
2024-11-25 15:03:00,"Superávit no mês atinge US 6,262 bilhões; no ano, superávit é de US 69,284 bilhões",1
2024-11-25 15:05:00,Biden e FrançaMacron devem anunciar cessarfogo entre Israel e o Hezbollah nas próximas 36h fontes da Reuters,-1
2024-11-25 15:07:00,Petróleo amplia queda com expectativa de cessarfogo entre Israel e o Hezbollah,-1
2024-11-25 15:07:00,"Brent para janeiro recua 2,83 US 73,04; WTI para o mesmo mês cai 3,17 US 68,98",1
2024-11-25 15:12:00,Centeno é a favor de redução gradual dos juros até alcançar 2,-1
2024-11-25 15:16:00,Cobre se recupera de perdas recentes com ajuda da queda do dolar frente a outras moedas,1
2024-11-25 15:16:00,"Na Comex, o contrato para dezembro subiu 0,34, a US 4,1000 por librapeso",1
2024-11-25 15:16:00,"Na LME, o contrato para três meses tinha alta de 0,71 há pouco, para US 9.036,00 por tonelada",1
2024-11-25 15:18:00,"Taxa Ptax fecha em R 5,8002, baixa de 0,21",1
2024-11-25 15:22:00,Nagel: Estamos cada vez mais confiantes de que inflação continuará caindo na zona do euro,-1
2024-11-25 15:26:00,"Tesouro Direto registrou aplicação líquida de R 582 milhões em setembro; resgates somaram R 6,19 bi, maior volume da série histórica",1
2024-11-25 15:39:00,Representantes de indústrias de proteína animal se reúnem para avaliar ações contra o Carrefour,-1
2024-11-25 15:46:00,Alemanha elabora lista de bunkers em meio a tensões com a Rússia,-1
2024-11-25 15:49:00,Ouro despenca com expectativa de cessarfogo em Israel e indicação de Bessent para Tesouro dos EUA,-1
2024-11-25 15:57:00,Terminou a reunião de Lula com ministros sobre o pacote de cortes de gastos,-1
2024-11-25 16:20:00,"Frigoríficos firmam alta, reiterando baixo impacto do boicote ao Carrefour",1
2024-11-25 16:31:00,"Goldman Sachs reitera recomendação de compra para os ADRs e as ações da Petrobras, com preçosalvo de US 17,00 ON e de US 15,40 PN e de R 48,10 ON e de R 43,70 PN",-1
2024-11-25 16:31:00,"Queda da produção em outubro foi muito maior do que o previsto e aponta início fraco para o último trimestre do ano, avalia o banco",1
2024-11-25 16:35:00,"XP eleva projeção de crescimento do PIB em 2024, de 3,1 para 3,4, e em 2025, de 1,8 para 2",1
2024-11-25 16:48:00,"Stone recebe seis propostas não vinculantes de interessados pela Linx, entre elas de Totvs, Constellation, e fundos estratégicos fontes do Broadcast",-1
2024-11-25 16:48:00,Stone teria interesse de manter contrato de distribuição nos canais da Linx,-1
2024-11-25 16:50:00,"Pacote de corte de gastos trará mudanças no BPC, no abono salarial e no salário mínimo fontes do Broadcast",-1
2024-11-25 16:50:00,"Pacote também traz alterações na previdência dos militares, morte ficta e fundo de Saúde",-1
2024-11-25 16:50:00,Pacote terá mudanças no percentual de repasses ao Fundeb contabilizado no piso da Educação,-1
2024-11-25 16:50:00,Mudanças nos pisos constitucionais de Saúde e Educação devem ficar de fora dos cortes,-1
2024-11-25 16:51:00,"fechamento: Brent para janeiro cai 2,87, a US 73,01 por barril, na ICE",1
2024-11-25 16:51:00,"WTI para janeiro recua 3,23, a US 68,94 por barril, na Nymex",1
2024-11-25 16:52:00,"Ministério do Planejamento remarca entrevista coletiva sobre relatório bimestral de receitas e despesas para hoje, às 18h",-1
2024-11-25 16:57:00,Petróleo cai 3 com expectativa de cessarfogo entre Israel e Hezbollah e disposição do Irã em negociar acordo nuclear,-1
2024-11-25 17:01:00,"dolar à vista fecha em baixa de 0,15, a R 5,8055, após oscilar entre R 5,7766 e R 5,8213",1
2024-11-25 17:08:00,dolar recua após indicação de Bessent para comandar Tesouro dos EUA; incerteza fiscal limita baixa diante do real,-1
2024-11-25 17:24:00,Lula está reunido com 11 ministros para tratar de modernização das estatais,-1
2024-11-25 17:29:00,CEO do Carrefour na França é pressionado a recuar sobre declaração polêmica de não comprar carne do Mercosul Fontes de Assis MoreiraValor,-1
2024-11-25 17:29:00,Diretoria da rede de supermercados está assustada com dimensão que o caso tomou e quer evitar prejuízos com boicote no Brasil,-1
2024-11-25 17:35:00,Goolsbee: Juros ainda têm um bom caminho a percorrer até chegarem à neutralidade,-1
2024-11-25 17:58:00,"Ministério do Trabalho divulgará Caged de outubro na 4ªF, às 14h30",-1
2024-11-26 09:01:00,Presidente da Associação dos Produtores diz à Globonews que o boicote [ao Carrefour] está superado e que os pecuaristas irão retomar o fornecimento,-1
2024-11-26 09:02:00,"IPCA15 sobe 0,62 em novembro, de 0,54; no ano alta é de 4,35 e em 12 meses, de 4,77",1
2024-11-26 09:05:00,"dolar abre a R 5,8190 0,23 e dolar futuro a R 5,8190 0,27",-1
2024-11-26 09:05:00,Juros futuros abrem em alta de Jan26 em diante,1
2024-11-26 09:05:00,"Ibovespa futuro cai 0,5 aos 129.600 pontos",1
2024-11-26 09:08:00,Ministério da Agricultura defende a retomada do fornecimento de carne para a rede Carrefour após carta de CEO Global,1
2024-11-26 09:08:00,Ministro Fávaro diz que fizemos um risco no chão referindose à reação brasileira com a agressão do executivo francês,-1
2024-11-26 09:43:00,dolar e juros caem com exterior apesar do adiamento do pacote fiscal e do IPCA15,-1
2024-11-26 09:53:00,"Ibovespa futuro vira e passa a subir 0,39, a 130.180 pontos",1
2024-11-26 09:58:00,Lula suspende compra de novo avião presidencial em razão do corte de gastos,-1
2024-11-26 09:58:00,"Custo da nova aeronave seria de US 250 milhões a US 350 milhões, mas o projeto não tem prazo para sair do papel",-1
2024-11-26 09:58:00,"Há outra hipótese, que é a de reforma de um Airbus 330200, mas ainda não há decisão tomada",-1
2024-11-26 10:00:00,João Fernandes Quantitas: IPCA15 tem boas notícias para a inflação qualitativa na margem,1
2024-11-26 10:00:00,"Quase todos os serviços desaceleram na margem, em linha com o esperado",1
2024-11-26 10:00:00,"Surpresa de alta ficou com passagem aérea e carnes; IPCA deve fechar novembro perto de 0,40",-1
2024-11-26 10:02:00,"Homero Guizzo: Média dos núcleos desacelerou a 0,41, de 0,43 em outubro; apenas um dos cinco núcleos de inflação aceleraram na leitura",1
2024-11-26 10:02:00,"Os preços administrados arrefeceram de 0,91 em outubro para 0,19 em novembro; nos serviços subjacentes, houve desaceleração de 0,59 em outubro para 0,45",1
